t_size	time_11_b_p	time_11_b_n	time_11_f	time_12_b_p	time_12_b_n	time_21_b_p	time_21_b_n	time_21_f	time_22_b_p	time_22_b_n	time_13_b_p	time_13_geam	time_15_b_p	time_15_f	time_51_b_n	time_51_f	time_61_b_n	time_61_f	time_11_pbyn	time_11_nbyp	time_12_pbyn	time_12_nbyp	time_21_pbyn	time_21_nbyp	time_22_pbyn	time_22_nbyp	time_11_fbyn	time_11_nbyf	time_11_fbyp	time_11_pbyf	time_21_fbyn	time_21_nbyf	time_21_fbyp	time_21_pbyf	time_15_fbyp	time_15_pbyf	time_51_fbyn	time_51_nbyf	time_61_fbyn	time_61_nbyf	time_13_trans_f	time_13_trans_p	time_13_trans_n
50	0.0508416	0.0512288	0.0278016	0.0510144	0.0508704	0.0605184	0.060976	0.034448	0.0607552	0.0597216	0.0432096	0.412176	0.0433216	0.026912	0.0518048	0.0329728	0.0610624	0.0344736	0.992442	1.00762	1.00283	0.997177	0.992495	1.00756	1.01731	0.982987	0.542695	1.84266	0.546828	1.82873	0.564944	1.77009	0.569215	1.7568	0.621214	1.60975	0.636482	1.57114	0.564563	1.77128	0.439978	0.463018	0.463405
51	0.052448	0.0525024	0.0279616	0.0523104	0.0518016	0.0624992	0.061472	0.034848	0.0614368	0.0614592	0.0444032	0.423539	0.0443456	0.02712	0.0526592	0.0333344	0.0620704	0.0344928	0.998964	1.00104	1.00982	0.990273	1.01671	0.983564	0.999636	1.00036	0.532578	1.87766	0.53313	1.87572	0.566892	1.764	0.557575	1.79348	0.61156	1.63516	0.633021	1.57973	0.555704	1.79952	0.451501	0.475987	0.476042
52	0.0534144	0.0528352	0.0277984	0.0536192	0.0525824	0.061488	0.0619904	0.0348896	0.0611104	0.0624448	0.0447744	0.428058	0.044816	0.0269024	0.0534848	0.032528	0.0618912	0.0339744	1.01096	0.989157	1.01972	0.980664	0.991896	1.00817	0.978631	1.02184	0.526134	1.90066	0.520429	1.92149	0.562823	1.77676	0.567421	1.76236	0.600286	1.66587	0.608173	1.64427	0.548938	1.8217	0.455856	0.481472	0.480893
53	0.0557216	0.0551296	0.0279712	0.055408	0.0551456	0.064256	0.063856	0.0351584	0.0643904	0.0641152	0.0474656	0.438742	0.0475104	0.0270368	0.0546944	0.0333728	0.0637824	0.0347104	1.01074	0.989376	1.00476	0.995264	1.00626	0.993775	1.00429	0.995726	0.507372	1.97094	0.501981	1.99211	0.550589	1.81624	0.547161	1.82761	0.569071	1.75725	0.610168	1.63889	0.5442	1.83756	0.466714	0.494464	0.493872
54	0.055616	0.0560768	0.0355552	0.0555968	0.0558144	0.06568	0.066096	0.0409824	0.0661984	0.0660288	0.0474336	0.446778	0.0477184	0.0344864	0.05576	0.0393696	0.0662464	0.0409152	0.991783	1.00829	0.996101	1.00391	0.993706	1.00633	1.00257	0.997438	0.634045	1.57718	0.639298	1.56422	0.620044	1.61279	0.623971	1.60264	0.722707	1.38369	0.706055	1.41632	0.617621	1.61911	0.482333	0.502394	0.502854
55	0.0567456	0.056384	0.0361952	0.0564672	0.0565792	0.0664512	0.0668192	0.0424064	0.0666464	0.0666976	0.0484256	0.456259	0.048208	0.035008	0.0562688	0.0408128	0.066672	0.0428448	1.00641	0.993628	0.99802	1.00198	0.994493	1.00554	0.999232	1.00077	0.641941	1.55778	0.63785	1.56777	0.634644	1.57569	0.638159	1.56701	0.726187	1.37706	0.725318	1.3787	0.642621	1.55613	0.492454	0.513005	0.512643
56	0.0562848	0.0567232	0.0373216	0.0562624	0.0564448	0.0655008	0.0659456	0.0435488	0.0658016	0.0659456	0.047552	0.468842	0.0473216	0.0353184	0.0556672	0.0397184	0.066032	0.041792	0.992271	1.00779	0.996768	1.00324	0.993255	1.00679	0.997816	1.00219	0.65796	1.51985	0.663085	1.5081	0.660375	1.51429	0.664859	1.50408	0.746348	1.33986	0.713497	1.40155	0.632905	1.58002	0.506163	0.525126	0.525565
57	0.058752	0.0584928	0.0383552	0.0585824	0.0586688	0.0682336	0.068096	0.0458176	0.06808	0.0682848	0.0496224	0.477942	0.0494176	0.0366464	0.0579808	0.0464192	0.0684224	0.0455904	1.00443	0.995588	0.998527	1.00147	1.00202	0.997983	0.997001	1.00301	0.655725	1.52503	0.652832	1.53179	0.672838	1.48624	0.671482	1.48924	0.741566	1.3485	0.800596	1.24907	0.666308	1.50081	0.516298	0.536694	0.536435
58	0.0594688	0.059744	0.0410816	0.0592736	0.05952	0.0688384	0.0691488	0.048256	0.069168	0.0689664	0.0502688	0.48433	0.0502976	0.0379296	0.0589216	0.0472032	0.0690272	0.0489056	0.995394	1.00463	0.99586	1.00416	0.995511	1.00451	1.00292	0.997085	0.687627	1.45428	0.690809	1.44758	0.697857	1.43296	0.701004	1.42653	0.754104	1.32608	0.801119	1.24825	0.708498	1.41144	0.525411	0.543798	0.544074
59	0.060464	0.0602528	0.043072	0.06016	0.0603168	0.0698848	0.0699552	0.049744	0.0697184	0.0698048	0.0512512	0.493408	0.051376	0.0397216	0.0605056	0.0476704	0.069904	0.0496096	1.00351	0.996507	0.9974	1.00261	0.998994	1.00101	0.998762	1.00124	0.714855	1.39889	0.712358	1.40379	0.711084	1.4063	0.7118	1.40489	0.773155	1.2934	0.787868	1.26925	0.709682	1.40908	0.53648	0.553872	0.553661
60	0.0630208	0.0626432	0.0435648	0.0624128	0.0622592	0.0703968	0.0699904	0.080768	0.0703136	0.0712256	0.053856	0.503907	0.0547168	0.0432256	0.0640032	0.047952	0.071312	0.0511872	1.00603	0.994008	1.00247	0.997539	1.00581	0.994227	0.987196	1.01297	0.695443	1.43793	0.691276	1.4466	1.15399	0.866561	1.14733	0.871593	0.789988	1.26584	0.749213	1.33473	0.717792	1.39316	0.547472	0.566928	0.56655
61	0.0666176	0.066976	0.0448	0.0667904	0.0663392	0.0828736	0.0820736	0.0738912	0.0831712	0.0826752	0.0585984	0.50481	0.0582464	0.0425632	0.066432	0.0514144	0.0837536	0.0543712	0.994649	1.00538	1.0068	0.993245	1.00975	0.990347	1.006	0.994036	0.668896	1.495	0.672495	1.487	0.900304	1.11074	0.891613	1.12156	0.730744	1.36847	0.77394	1.29209	0.64918	1.5404	0.54961	0.571427	0.571786
62	0.0664064	0.0664512	0.0447136	0.0665152	0.0664192	0.0840288	0.0832512	0.0950816	0.084816	0.0842176	0.0586592	0.537526	0.0580768	0.0435712	0.0661472	0.052432	0.0840416	0.0542176	0.999326	1.00067	1.00145	0.998557	1.00934	0.990746	1.00711	0.992945	0.672879	1.48615	0.673333	1.48515	1.1421	0.875576	1.13154	0.883755	0.750234	1.33292	0.792656	1.26158	0.645128	1.55008	0.58224	0.603933	0.603978
63	0.0679968	0.0686016	0.0454912	0.069296	0.0681248	0.0854752	0.0855232	0.0973888	0.0860448	0.0849152	0.0598624	0.539411	0.0599296	0.0437504	0.068352	0.0549504	0.0858272	0.0557216	0.991184	1.00889	1.01719	0.983099	0.999439	1.00056	1.0133	0.986872	0.663122	1.50802	0.66902	1.49472	1.13874	0.878163	1.13938	0.87767	0.73003	1.36981	0.803933	1.24389	0.64923	1.54029	0.584902	0.607408	0.608013
64	0.0613376	0.0612	0.0453312	0.061536	0.0617056	0.0781216	0.0788096	0.104198	0.079552	0.0788224	0.052896	0.524669	0.0535872	0.0440128	0.062304	0.0514592	0.0803392	0.0542176	1.00225	0.997757	0.997252	1.00276	0.99127	1.00881	1.00926	0.990829	0.740706	1.35006	0.739044	1.3531	1.32215	0.756342	1.3338	0.749739	0.82133	1.21754	0.825937	1.21075	0.674859	1.48179	0.57	0.586006	0.585869
65	0.140858	0.141235	0.0858304	0.14057	0.139965	0.172611	0.171178	0.116813	0.170384	0.17224	0.119219	0.561654	0.117901	0.0801088	0.140262	0.0903936	0.172522	0.0951264	0.997326	1.00268	1.00432	0.995697	1.00838	0.991695	0.989224	1.01089	0.607713	1.64551	0.609342	1.64112	0.682407	1.4654	0.676739	1.47767	0.679459	1.47176	0.644461	1.55168	0.551388	1.8136	0.647485	0.702512	0.70289
66	0.141824	0.142378	0.088832	0.141482	0.140902	0.174144	0.174634	0.117962	0.174038	0.174035	0.1204	0.56097	0.120275	0.0863808	0.141139	0.0938336	0.174579	0.100646	0.996112	1.0039	1.00411	0.995906	0.997196	1.00281	1.00002	0.999982	0.623918	1.60277	0.626354	1.59654	0.675481	1.48043	0.67738	1.47628	0.718193	1.39238	0.66483	1.50414	0.576509	1.73458	0.649802	0.702794	0.703347
67	0.145475	0.14481	0.0897824	0.144998	0.145158	0.177712	0.176557	0.118461	0.178477	0.176691	0.124899	0.56809	0.122992	0.0874144	0.145904	0.0959232	0.177584	0.102742	1.0046	0.995425	0.998898	1.0011	1.00654	0.9935	1.01011	0.989995	0.620003	1.6129	0.617166	1.62031	0.67095	1.49042	0.666589	1.50018	0.710732	1.407	0.65744	1.52105	0.578557	1.72844	0.657872	0.713565	0.712899
68	0.146922	0.145936	0.0921664	0.147514	0.146086	0.181562	0.178989	0.1176	0.179046	0.181238	0.12537	0.566173	0.125382	0.087104	0.145107	0.0975872	0.181731	0.103062	1.00675	0.993292	1.00977	0.990325	1.01437	0.98583	0.987906	1.01224	0.631554	1.5834	0.627317	1.59409	0.657024	1.52201	0.647714	1.54389	0.694707	1.43946	0.672518	1.48695	0.567115	1.76331	0.658339	0.713094	0.712109
69	0.151338	0.149469	0.096256	0.150979	0.15111	0.183914	0.184506	0.118666	0.183539	0.183693	0.127792	0.599366	0.128013	0.0919072	0.149763	0.100755	0.18472	0.106346	1.0125	0.987652	0.999132	1.00087	0.996791	1.00322	0.999164	1.00084	0.643987	1.55283	0.636035	1.57224	0.643154	1.55484	0.645225	1.54985	0.717953	1.39285	0.672763	1.48641	0.575712	1.73698	0.695622	0.750704	0.748835
70	0.153072	0.152547	0.0974784	0.152717	0.15239	0.187277	0.187046	0.120758	0.187866	0.186285	0.129802	0.609738	0.129162	0.0936896	0.152678	0.104134	0.187616	0.109437	1.00344	0.996572	1.00214	0.997863	1.00123	0.99877	1.00849	0.991586	0.639005	1.56493	0.636814	1.57032	0.645607	1.54893	0.644812	1.55084	0.725367	1.37861	0.682051	1.46617	0.583302	1.71438	0.707216	0.76281	0.762285
71	0.154861	0.15433	0.0983232	0.155043	0.155955	0.19024	0.188634	0.120358	0.189046	0.189942	0.132973	0.640835	0.132726	0.0940512	0.155946	0.108198	0.190275	0.113306	1.00344	0.99657	0.994152	1.00588	1.00852	0.991556	0.995283	1.00474	0.637099	1.56962	0.634913	1.57502	0.638054	1.56727	0.632666	1.58061	0.70861	1.41121	0.693821	1.44129	0.595483	1.67931	0.739158	0.795696	0.795165
72	0.15399	0.153642	0.099488	0.153725	0.153363	0.18753	0.187082	0.117814	0.187011	0.18672	0.132106	0.654205	0.131603	0.0952352	0.152474	0.105856	0.187318	0.112368	1.00227	0.997735	1.00236	0.997648	1.00239	0.997611	1.00156	0.998443	0.647533	1.54432	0.646066	1.54783	0.629749	1.58793	0.628244	1.59174	0.723654	1.38188	0.694258	1.44039	0.599877	1.66701	0.753693	0.808195	0.807846
73	0.161277	0.16016	0.104371	0.16087	0.16064	0.194672	0.193738	0.126934	0.195194	0.19559	0.138374	0.675898	0.137485	0.101472	0.160371	0.112685	0.195373	0.119549	1.00697	0.993075	1.00143	0.998568	1.00482	0.9952	0.997971	1.00203	0.651668	1.53452	0.647156	1.54522	0.655187	1.52628	0.652042	1.53364	0.73806	1.3549	0.70265	1.42318	0.611901	1.63425	0.780269	0.837174	0.836058
74	0.163853	0.164176	0.105981	0.16409	0.164336	0.197434	0.19984	0.127549	0.198646	0.197744	0.139568	0.661469	0.139741	0.103197	0.162848	0.116288	0.198893	0.121958	0.998031	1.00197	0.998501	1.0015	0.987958	1.01219	1.00456	0.995457	0.645532	1.54911	0.646805	1.54606	0.638255	1.56677	0.646034	1.54791	0.738487	1.35412	0.714089	1.40039	0.613187	1.63083	0.76745	0.825322	0.825645
75	0.167277	0.167034	0.108192	0.16711	0.165453	0.200845	0.200566	0.127558	0.201395	0.201965	0.144256	0.685834	0.143446	0.105949	0.165082	0.118995	0.200867	0.126483	1.00146	0.998546	1.01002	0.990081	1.00139	0.998614	0.99718	1.00283	0.647726	1.54386	0.646784	1.54611	0.635991	1.57235	0.635109	1.57453	0.738595	1.35392	0.720827	1.3873	0.629686	1.58809	0.794026	0.85311	0.852867
76	0.167757	0.167722	0.111901	0.166701	0.16697	0.202378	0.201699	0.128182	0.201408	0.202179	0.14433	0.702867	0.144384	0.108957	0.1684	0.120218	0.202064	0.126768	1.00021	0.99979	0.99839	1.00161	1.00336	0.996648	0.996186	1.00383	0.667182	1.49884	0.667042	1.49916	0.635513	1.57353	0.633382	1.57883	0.754632	1.32515	0.713881	1.40079	0.627366	1.59397	0.814768	0.870624	0.870589
77	0.171958	0.172752	0.115069	0.172182	0.17193	0.207776	0.206704	0.127731	0.207462	0.206742	0.148336	0.698106	0.147974	0.11081	0.171565	0.124717	0.207114	0.132589	0.995406	1.00462	1.00147	0.998532	1.00519	0.994841	1.00348	0.99653	0.666093	1.50129	0.669167	1.4944	0.617943	1.61827	0.614754	1.62667	0.748843	1.33539	0.726937	1.37564	0.640174	1.56207	0.813174	0.870064	0.870858
78	0.176035	0.175178	0.116432	0.173997	0.17343	0.209069	0.210582	0.129149	0.210931	0.209395	0.150182	0.695632	0.15073	0.111837	0.173504	0.129117	0.209866	0.136077	1.0049	0.995128	1.00327	0.996745	0.992812	1.00724	1.00734	0.992718	0.664651	1.50455	0.661413	1.51191	0.613293	1.63054	0.617734	1.61882	0.74197	1.34776	0.744172	1.34378	0.6484	1.54226	0.812064	0.871667	0.87081
79	0.177312	0.179331	0.121062	0.17983	0.178816	0.212922	0.215523	0.129712	0.21512	0.214944	0.153981	0.70791	0.153485	0.11567	0.179046	0.131936	0.21312	0.139174	0.98874	1.01139	1.00567	0.994359	0.987929	1.01222	1.00082	0.999182	0.675077	1.48131	0.682765	1.46463	0.601847	1.66155	0.609201	1.64149	0.753628	1.32692	0.736882	1.35707	0.653033	1.53132	0.828973	0.885222	0.887242
80	0.16936	0.169386	0.119709	0.168554	0.169123	0.202346	0.203667	0.122157	0.202528	0.203872	0.148374	0.727274	0.147341	0.116349	0.169994	0.129459	0.205667	0.136298	0.999849	1.00015	0.996632	1.00338	0.993511	1.00653	0.993408	1.00664	0.706724	1.41498	0.70683	1.41477	0.599786	1.66726	0.603704	1.65644	0.789658	1.26637	0.761553	1.31311	0.662709	1.50896	0.846982	0.896634	0.896659
81	0.207126	0.209251	0.13967	0.208893	0.208237	0.253715	0.255002	0.135146	0.254006	0.253702	0.174605	0.751296	0.175875	0.133206	0.206794	0.155181	0.25431	0.163386	0.989846	1.01026	1.00315	0.99686	0.994955	1.00507	1.0012	0.998803	0.667477	1.49818	0.674324	1.48297	0.529979	1.88687	0.532667	1.87735	0.757392	1.32032	0.750414	1.3326	0.642465	1.5565	0.890966	0.958422	0.960547
82	0.20855	0.209542	0.147098	0.209098	0.208483	0.255264	0.257792	0.135184	0.256019	0.255341	0.175312	0.752026	0.176627	0.139622	0.208224	0.157878	0.258173	0.167094	0.995266	1.00476	1.00295	0.997062	0.990194	1.0099	1.00266	0.99735	0.701994	1.42451	0.705334	1.41777	0.524392	1.90697	0.529585	1.88827	0.790492	1.26503	0.758214	1.31889	0.647219	1.54507	0.899123	0.960576	0.961568
83	0.212176	0.212451	0.147706	0.213027	0.213216	0.260768	0.261299	0.135706	0.26033	0.259946	0.180621	0.759155	0.180224	0.14032	0.213069	0.160192	0.260336	0.170102	0.998705	1.0013	0.999115	1.00089	0.997967	1.00204	1.00148	0.998525	0.695245	1.43834	0.696147	1.43648	0.51935	1.92549	0.520407	1.92157	0.778587	1.28438	0.751832	1.33008	0.653396	1.53047	0.906861	0.971331	0.971606
84	0.215162	0.213229	0.153213	0.213491	0.213795	0.262131	0.261347	0.150173	0.261091	0.261715	0.181229	0.763347	0.180925	0.14304	0.213507	0.162915	0.262938	0.171843	1.00906	0.991017	0.998578	1.00142	1.003	0.997009	0.997616	1.00239	0.718537	1.39172	0.712082	1.40433	0.57461	1.74031	0.572892	1.74553	0.790605	1.26485	0.763043	1.31054	0.653551	1.5301	0.91656	0.978509	0.976576
85	0.219632	0.22064	0.157507	0.220672	0.219565	0.26791	0.268442	0.138086	0.269322	0.267034	0.18615	0.7828	0.186218	0.148419	0.218893	0.167629	0.268774	0.178221	0.995432	1.00459	1.00504	0.994983	0.998021	1.00198	1.00857	0.991505	0.713865	1.40082	0.717141	1.39443	0.5144	1.94401	0.51542	1.94017	0.79702	1.25467	0.765803	1.30582	0.663087	1.5081	0.940307	1.00243	1.00344
86	0.221181	0.222573	0.156976	0.222048	0.221722	0.272454	0.271344	0.15063	0.270845	0.270234	0.18783	0.796323	0.186752	0.151254	0.221453	0.17168	0.270966	0.181552	0.993746	1.00629	1.00147	0.99853	1.00409	0.995924	1.00226	0.997743	0.705279	1.41788	0.709718	1.40901	0.555127	1.80139	0.552865	1.80876	0.809921	1.23469	0.775244	1.28992	0.670017	1.4925	0.953299	1.0175	1.0189
87	0.226986	0.226157	0.159542	0.225846	0.227238	0.275398	0.274765	0.163571	0.274864	0.275779	0.192262	0.789619	0.192422	0.156061	0.225846	0.175232	0.276256	0.186067	1.00366	0.996349	0.993874	1.00616	1.00231	0.997699	0.996682	1.00333	0.70545	1.41753	0.702875	1.42273	0.595314	1.67979	0.593944	1.68366	0.811032	1.233	0.77589	1.28884	0.673532	1.48471	0.949162	1.0166	1.01578
88	0.222883	0.223162	0.163363	0.223283	0.222816	0.270598	0.27151	0.167898	0.271158	0.271885	0.191421	0.805402	0.189718	0.156669	0.22313	0.172195	0.272374	0.183232	0.998752	1.00125	1.0021	0.997908	0.996641	1.00337	0.997328	1.00268	0.73204	1.36605	0.732954	1.36434	0.618384	1.61712	0.620468	1.61169	0.825797	1.21095	0.771727	1.29579	0.672721	1.4865	0.968765	1.02828	1.02856
89	0.232912	0.231882	0.166874	0.232381	0.23321	0.284211	0.284301	0.176717	0.285043	0.285456	0.197933	0.807283	0.197814	0.159645	0.232758	0.182976	0.284662	0.194966	1.00444	0.995576	0.996446	1.00357	0.999685	1.00032	0.998554	1.00145	0.71965	1.38956	0.716466	1.39574	0.621584	1.60879	0.62178	1.60829	0.807043	1.23909	0.78612	1.27207	0.684904	1.46006	0.974157	1.0402	1.03916
90	0.235302	0.235466	0.170435	0.23503	0.235894	0.287363	0.28825	0.198701	0.288214	0.288166	0.19985	0.811453	0.19961	0.163837	0.234646	0.187347	0.288176	0.198646	0.999307	1.00069	0.996337	1.00368	0.996925	1.00308	1.00017	0.999834	0.723822	1.38155	0.724324	1.3806	0.689336	1.45067	0.691462	1.44621	0.820786	1.21834	0.798424	1.25247	0.689323	1.4507	0.981888	1.04676	1.04692
91	0.24127	0.240739	0.175088	0.240496	0.241059	0.294058	0.293517	0.199738	0.293568	0.294432	0.205146	0.83337	0.20433	0.168358	0.24119	0.191594	0.29463	0.201747	1.00221	0.997798	0.997664	1.00234	1.00184	0.998161	0.997066	1.00294	0.727293	1.37496	0.725692	1.378	0.680498	1.46951	0.679246	1.47222	0.823955	1.21366	0.794367	1.25886	0.684747	1.46039	1.00846	1.07464	1.07411
92	0.241504	0.241053	0.176758	0.241142	0.242262	0.297002	0.294182	0.199802	0.293206	0.295392	0.205213	0.833018	0.204525	0.169802	0.241261	0.193267	0.297034	0.20296	1.00187	0.998132	0.995377	1.00464	1.00958	0.990508	0.992601	1.00745	0.733277	1.36374	0.731907	1.36629	0.679176	1.47237	0.672729	1.48648	0.830225	1.20449	0.801072	1.24833	0.68329	1.46351	1.00978	1.07452	1.07407
93	0.249786	0.247206	0.181981	0.24729	0.249699	0.301661	0.300634	0.200938	0.298973	0.30104	0.210186	0.849718	0.210493	0.175974	0.24777	0.198982	0.300755	0.211696	1.01043	0.989674	0.99035	1.00974	1.00342	0.996595	0.993133	1.00691	0.736149	1.35842	0.728548	1.37259	0.66838	1.49615	0.666104	1.50127	0.836011	1.19616	0.803095	1.24518	0.703881	1.42069	1.0317	1.0995	1.09692
94	0.25041	0.25209	0.184035	0.250736	0.251638	0.306614	0.306515	0.20225	0.306726	0.306246	0.214189	0.862099	0.212666	0.175894	0.251248	0.203523	0.307165	0.215094	0.993336	1.00671	0.996414	1.0036	1.00032	0.999676	1.00157	0.998435	0.730039	1.36979	0.734937	1.36066	0.659836	1.51553	0.659622	1.51602	0.827094	1.20905	0.810049	1.23449	0.700257	1.42805	1.04613	1.11251	1.11419
95	0.257315	0.257443	0.185293	0.257632	0.257597	0.313373	0.313299	0.202285	0.313181	0.312477	0.216618	0.86249	0.217248	0.181946	0.256221	0.208026	0.312051	0.220208	0.999503	1.0005	1.00014	0.999863	1.00023	0.999765	1.00225	0.997752	0.719743	1.38939	0.7201	1.3887	0.64566	1.5488	0.645508	1.54917	0.837502	1.19403	0.8119	1.23168	0.705679	1.41707	1.04778	1.1198	1.11993
96	0.226934	0.22759	0.189757	0.227091	0.227373	0.281341	0.282397	0.195728	0.282138	0.281459	0.187488	0.88455	0.187766	0.182618	0.226765	0.203229	0.28377	0.214349	0.997118	1.00289	0.998761	1.00124	0.996261	1.00375	1.00241	0.997595	0.833764	1.19938	0.836175	1.19592	0.693096	1.4428	0.695697	1.43741	0.972579	1.02819	0.89621	1.11581	0.755362	1.32387	1.07431	1.11148	1.11214
97	0.46136	0.461731	0.21584	0.460301	0.459446	0.571498	0.571472	0.211126	0.573005	0.57231	0.387187	0.886003	0.387312	0.20911	0.461101	0.239942	0.572275	0.255974	0.999196	1.0008	1.00186	0.998144	1.00004	0.999955	1.00121	0.998788	0.467458	2.13923	0.467834	2.13751	0.369443	2.70678	0.369427	2.7069	0.539902	1.85219	0.520369	1.92171	0.447292	2.23567	1.10184	1.34736	1.34773
98	0.4648	0.464752	0.224544	0.46439	0.46511	0.577786	0.579728	0.211709	0.576614	0.577165	0.391645	0.897251	0.390042	0.213462	0.46447	0.24417	0.57889	0.260269	1.0001	0.999897	0.998452	1.00155	0.996649	1.00336	0.999046	1.00095	0.483148	2.06976	0.483098	2.06997	0.365186	2.73833	0.366414	2.72915	0.547281	1.82721	0.525695	1.90225	0.4496	2.2242	1.1218	1.36205	1.362
99	0.47376	0.474451	0.226032	0.473782	0.474755	0.585238	0.583763	0.213907	0.585504	0.588342	0.400573	0.886634	0.399501	0.218106	0.474163	0.249328	0.588397	0.264384	0.998543	1.00146	0.997951	1.00205	1.00253	0.997479	0.995176	1.00485	0.476407	2.09904	0.477102	2.09599	0.366428	2.72905	0.365504	2.73595	0.545945	1.83169	0.525827	1.90176	0.449329	2.22554	1.11267	1.36039	1.36108
100	0.475926	0.473962	0.229331	0.473802	0.475683	0.591894	0.58369	0.21415	0.583686	0.591878	0.402051	0.899299	0.401059	0.221773	0.475619	0.248947	0.591622	0.265741	1.00415	0.995872	0.996044	1.00397	1.01406	0.986138	0.986159	1.01403	0.48386	2.06671	0.481863	2.07528	0.366891	2.72561	0.361805	2.76392	0.552968	1.80842	0.523417	1.91052	0.449173	2.22631	1.12863	1.37523	1.37326
101	0.487779	0.486771	0.234883	0.486938	0.487392	0.600976	0.601075	0.213965	0.599725	0.600928	0.412429	0.937549	0.411984	0.227402	0.487325	0.259216	0.601286	0.27497	1.00207	0.997934	0.999068	1.00093	0.999835	1.00017	0.997998	1.00201	0.482533	2.0724	0.481536	2.07669	0.35597	2.80923	0.356029	2.80876	0.551967	1.8117	0.531916	1.87999	0.457302	2.18674	1.17243	1.42533	1.42432
102	0.491702	0.492454	0.238246	0.492243	0.491648	0.604045	0.606781	0.216179	0.606432	0.605549	0.416966	0.92479	0.416672	0.228093	0.491958	0.264352	0.607034	0.281776	0.998473	1.00153	1.00121	0.998791	0.995491	1.00453	1.00146	0.998544	0.483794	2.067	0.484534	2.06384	0.356272	2.80684	0.357886	2.79419	0.547416	1.82677	0.537346	1.861	0.464185	2.15431	1.16304	1.41649	1.41724
103	0.501866	0.499386	0.243274	0.500448	0.501094	0.615283	0.614115	0.21768	0.612909	0.615946	0.424726	0.935306	0.423811	0.233773	0.499891	0.268058	0.615898	0.285898	1.00497	0.995058	0.99871	1.00129	1.0019	0.998102	0.99507	1.00495	0.487146	2.05277	0.484739	2.06297	0.354461	2.82118	0.353788	2.82655	0.551597	1.81292	0.536232	1.86486	0.464197	2.15426	1.17858	1.43717	1.43469
104	0.490192	0.49352	0.247357	0.491277	0.491213	0.600851	0.602186	0.213565	0.602589	0.599843	0.421072	0.956019	0.418963	0.238093	0.490253	0.263478	0.601171	0.279974	0.993257	1.00679	1.00013	0.99987	0.997784	1.00222	1.00458	0.995444	0.501209	1.99517	0.504612	1.98172	0.354649	2.81969	0.355437	2.81344	0.568291	1.75966	0.537434	1.86069	0.465715	2.14724	1.20338	1.44621	1.44954
105	0.514416	0.513946	0.253504	0.513088	0.514006	0.627622	0.626096	0.229024	0.625715	0.62649	0.436605	0.970963	0.436733	0.245027	0.51393	0.277891	0.63183	0.295882	1.00092	0.999086	0.998213	1.00179	1.00244	0.997568	0.998764	1.00124	0.493251	2.02737	0.4928	2.02922	0.365797	2.73376	0.364907	2.74042	0.561046	1.78238	0.540718	1.84939	0.468293	2.13542	1.22447	1.48538	1.48491
106	0.519466	0.52087	0.256707	0.520064	0.519904	0.633853	0.636886	0.247165	0.637318	0.634483	0.441763	0.979635	0.440976	0.247501	0.52009	0.282883	0.634595	0.301853	0.997303	1.0027	1.00031	0.999692	0.995237	1.00479	1.00447	0.995551	0.492843	2.02904	0.494176	2.02357	0.388083	2.57677	0.38994	2.56449	0.561257	1.78172	0.543912	1.83853	0.475662	2.10233	1.23634	1.4991	1.50051
107	0.529274	0.529837	0.261331	0.527869	0.528224	0.642934	0.643926	0.253466	0.64448	0.643158	0.448982	0.981082	0.449226	0.25096	0.527696	0.288192	0.644685	0.307158	0.998937	1.00106	0.999328	1.00067	0.99846	1.00154	1.00205	0.997949	0.49323	2.02745	0.493754	2.0253	0.393625	2.54049	0.394232	2.53657	0.55865	1.79003	0.546133	1.83106	0.476447	2.09887	1.24241	1.51036	1.51092
108	0.526515	0.526864	0.264685	0.527242	0.527635	0.644621	0.642074	0.254195	0.640736	0.64448	0.45056	0.978304	0.450822	0.256243	0.527814	0.28865	0.646173	0.308086	0.999338	1.00066	0.999254	1.00075	1.00397	0.996049	0.994191	1.00584	0.502378	1.99053	0.502711	1.98922	0.395897	2.52591	0.394333	2.53593	0.568391	1.75935	0.546877	1.82856	0.476786	2.09738	1.24299	1.50482	1.50517
109	0.542829	0.543178	0.270653	0.542198	0.541824	0.657398	0.659194	0.292189	0.659642	0.656576	0.462618	0.987139	0.462637	0.260576	0.541654	0.299629	0.659264	0.318131	0.999358	1.00064	1.00069	0.999309	0.997277	1.00273	1.00467	0.995353	0.498277	2.00692	0.498597	2.00563	0.443252	2.25605	0.444462	2.24991	0.563241	1.77544	0.553173	1.80775	0.482555	2.0723	1.25779	1.52997	1.53032
110	0.546381	0.549846	0.274723	0.548285	0.546733	0.661962	0.666794	0.295206	0.666979	0.663898	0.466922	0.993075	0.465904	0.266627	0.548035	0.305949	0.663917	0.325718	0.993697	1.00634	1.00284	0.997169	0.992753	1.0073	1.00464	0.99538	0.499636	2.00146	0.502805	1.98884	0.442725	2.25874	0.445957	2.24237	0.572279	1.7474	0.558265	1.79126	0.490601	2.03832	1.2678	1.53946	1.54292
