t_size	time_11_b_p	time_11_b_n	time_11_f	time_12_b_p	time_12_b_n	time_21_b_p	time_21_b_n	time_21_f	time_22_b_p	time_22_b_n	time_13_b_p	time_13_geam	time_15_b_p	time_15_f	time_51_b_n	time_51_f	time_61_b_n	time_61_f	time_11_pbyn	time_11_nbyp	time_12_pbyn	time_12_nbyp	time_21_pbyn	time_21_nbyp	time_22_pbyn	time_22_nbyp	time_11_fbyn	time_11_nbyf	time_11_fbyp	time_11_pbyf	time_21_fbyn	time_21_nbyf	time_21_fbyp	time_21_pbyf	time_15_fbyp	time_15_pbyf	time_51_fbyn	time_51_nbyf	time_61_fbyn	time_61_nbyf	time_13_trans_f	time_13_trans_p	time_13_trans_n
136	10.2245	10.4972	9.40901	10.3797	10.2807	10.1241	10.5649	9.4063	10.4413	10.3326	9.97667	5.842	10.2964	9.62243	9.87533	8.50016	12.035	8.86646	0.974029	1.02666	1.00962	0.990468	0.958281	1.04354	1.01052	0.989587	0.89634	1.11565	0.920239	1.08667	0.890337	1.12317	0.929098	1.07631	0.934542	1.07004	0.860747	1.16178	0.736722	1.35737	15.251	16.0665	16.3392
137	12.0482	14.4329	11.0379	12.2449	13.7202	11.9661	14.4654	11.037	12.3554	13.9739	11.7607	6.18862	12.28	11.5905	13.6522	9.23172	14.3314	9.24998	0.83477	1.19793	0.892473	1.12048	0.827224	1.20886	0.88418	1.13099	0.764775	1.30757	0.91615	1.09152	0.762995	1.31063	0.922356	1.08418	0.943853	1.05949	0.676206	1.47884	0.645435	1.54934	17.2266	18.2368	20.6215
138	11.9877	15.8455	10.971	12.2708	14.8583	12.0365	16.0386	10.9569	12.3477	14.9437	11.8973	6.73819	12.7012	11.6686	14.98	9.33453	15.1282	9.34957	0.756538	1.32181	0.825854	1.21087	0.750467	1.3325	0.82628	1.21024	0.692371	1.44431	0.915184	1.09268	0.683158	1.46379	0.91031	1.09853	0.918701	1.08849	0.623132	1.6048	0.618021	1.61807	17.7092	18.7259	22.5837
139	13.7139	18.3772	12.3585	13.9697	17.2532	13.7836	18.7291	12.3498	14.0461	17.4719	13.6183	7.13116	14.5816	13.1762	17.5205	10.0231	17.5139	9.92009	0.746249	1.34004	0.80969	1.23504	0.735947	1.35879	0.803928	1.24389	0.672491	1.48701	0.901162	1.10968	0.659392	1.51655	0.895978	1.1161	0.903618	1.10666	0.572081	1.74801	0.566413	1.7655	19.4896	20.8451	25.5083
140	12.6303	16.1181	11.5241	12.8981	15.467	12.7141	16.2884	11.516	13.0569	15.6857	12.6337	7.64106	12.7248	11.4813	15.1677	9.68979	15.6749	9.66533	0.78361	1.27614	0.833914	1.19916	0.780564	1.28113	0.832411	1.20133	0.714983	1.39863	0.912421	1.09599	0.707008	1.41441	0.905765	1.10404	0.902277	1.10831	0.638844	1.56533	0.616612	1.62177	19.1652	20.2713	23.7591
141	14.595	19.898	13.0902	14.7224	18.4854	14.449	20.2954	13.0966	14.8166	18.6853	14.28	8.05288	14.7639	13.5008	18.2031	10.5419	18.2761	10.5495	0.73349	1.36334	0.796436	1.25559	0.711937	1.40462	0.792956	1.2611	0.657863	1.52007	0.896895	1.11496	0.6453	1.54967	0.9064	1.10327	0.914448	1.09356	0.579125	1.72674	0.57723	1.73241	21.143	22.6479	27.9509
142	14.3423	18.7776	13.1249	14.8003	17.2242	14.4707	19.202	13.1188	14.9215	17.4076	14.2332	8.26022	14.7115	13.4008	17.1739	10.5271	18.3019	10.7799	0.763797	1.30925	0.859275	1.16377	0.753602	1.32696	0.857179	1.16662	0.698967	1.43068	0.915121	1.09275	0.683196	1.46371	0.906574	1.10305	0.910904	1.09781	0.612971	1.6314	0.589003	1.69778	21.3852	22.6025	27.0379
143	16.5185	21.7158	14.6806	16.7311	19.6352	16.6273	22.0146	14.6809	16.8378	19.9683	16.3173	8.73964	17.7464	15.6808	19.994	11.3625	20.1794	11.3652	0.760667	1.31464	0.852095	1.17358	0.755287	1.324	0.843224	1.18592	0.676035	1.47921	0.88874	1.12519	0.66687	1.49954	0.882937	1.13258	0.883605	1.13173	0.568295	1.75965	0.56321	1.77554	23.4202	25.2581	30.4554
144	14.2262	22.7948	12.485	14.3651	20.8311	14.0469	23.4895	12.465	14.3345	20.6712	13.885	8.93765	14.1226	12.7513	20.5401	11.5073	15.7801	10.9979	0.624099	1.60231	0.689597	1.45012	0.598007	1.67222	0.693451	1.44206	0.547714	1.82577	0.877608	1.13946	0.530661	1.88444	0.887383	1.12691	0.902899	1.10754	0.560233	1.78497	0.696946	1.43483	21.4227	23.1639	31.7325
145	15.758	21.9958	14.1294	15.9652	21.0758	15.8063	22.494	14.0881	15.9957	21.4906	15.7106	10.433	17.1954	15.3956	21.2415	11.953	21.6212	11.9689	0.71641	1.39585	0.757514	1.32011	0.702689	1.42311	0.744309	1.34353	0.642365	1.55675	0.896645	1.11527	0.626304	1.59667	0.891296	1.12196	0.895332	1.1169	0.562716	1.7771	0.553574	1.80644	24.5623	26.191	32.4288
146	15.6113	22.0442	13.8332	15.7143	20.8866	15.1596	21.9254	13.8293	15.7702	21.1889	15.2612	10.7449	15.6961	13.9604	19.3672	11.8003	19.5648	11.9885	0.708179	1.41207	0.752362	1.32915	0.69142	1.4463	0.744266	1.34361	0.627519	1.59358	0.886102	1.12854	0.630743	1.58543	0.912243	1.0962	0.889417	1.12433	0.609291	1.64125	0.612759	1.63196	24.5781	26.3562	32.7891
147	17.4992	24.962	15.6114	17.8724	23.4332	17.4318	25.2931	15.6402	17.8798	24.0098	17.4007	11.123	17.8198	16.1926	22.7218	12.7162	23.0276	12.8017	0.701032	1.42647	0.762696	1.31114	0.689192	1.45097	0.744686	1.34285	0.625405	1.59896	0.892121	1.12092	0.618358	1.61718	0.897222	1.11455	0.908686	1.10049	0.559646	1.78684	0.555931	1.79879	26.7344	28.6222	36.085
148	16.3628	21.4626	14.3448	16.4648	20.1302	16.194	21.5279	14.2948	16.555	20.3808	16.1617	12.0611	16.1782	14.1719	20.0037	12.7958	20.2575	12.8081	0.762389	1.31167	0.817915	1.22262	0.752231	1.32938	0.812285	1.23109	0.668363	1.49619	0.876669	1.14068	0.664012	1.506	0.882724	1.13286	0.87599	1.14157	0.639668	1.56331	0.632265	1.58162	26.4059	28.4239	33.5237
149	18.5989	26.697	16.6827	18.6151	25.0189	19.0128	27.35	16.6788	18.723	25.5281	18.6382	12.6581	19.1129	17.0101	23.6874	13.4406	23.8562	13.4091	0.696664	1.43541	0.744043	1.34401	0.695164	1.43851	0.733428	1.36346	0.624889	1.60028	0.896974	1.11486	0.609828	1.63981	0.877244	1.13993	0.889978	1.12362	0.567414	1.76238	0.562078	1.77911	29.3409	31.257	39.3552
150	18.2471	24.8361	16.4176	18.5416	22.6625	18.6069	24.902	16.4233	18.6842	21.6485	18.2497	13.0804	18.7905	16.3438	20.9842	13.5138	21.4702	13.5159	0.734699	1.3611	0.818164	1.22225	0.747207	1.33832	0.863074	1.15865	0.66104	1.51277	0.899742	1.11143	0.659518	1.51626	0.882644	1.13296	0.869791	1.1497	0.643995	1.55281	0.629517	1.58852	29.498	31.3274	37.9165
151	20.6757	25.343	18.537	20.9362	25.3551	21.0009	25.4828	18.6131	21.029	25.7793	20.8731	13.6704	21.8673	19.0438	24.5014	14.2528	24.9127	14.2623	0.815838	1.22573	0.825722	1.21106	0.82412	1.21342	0.815732	1.22589	0.731447	1.36715	0.896559	1.11538	0.73042	1.36908	0.886302	1.12828	0.870879	1.14827	0.581713	1.71906	0.572491	1.74675	32.2075	34.3462	39.0134
152	17.9859	20.2455	15.7929	18.0329	20.4194	18.2366	20.2928	15.7943	18.1715	20.5283	18.1317	13.807	19.1057	16.9778	19.996	13.8559	27.8143	14.35	0.88839	1.12563	0.883125	1.13234	0.898673	1.11275	0.885196	1.12969	0.780071	1.28193	0.878073	1.13886	0.778318	1.28482	0.866075	1.15463	0.888626	1.12533	0.692934	1.44314	0.515923	1.93827	29.5999	31.7929	34.0525
153	20.4822	28.5357	18.1186	20.4174	28.0638	20.6087	28.7935	18.1018	20.46	28.4058	20.4572	14.577	22.1082	19.9417	28.0646	14.7921	28.4917	14.8084	0.717775	1.3932	0.727533	1.37451	0.71574	1.39716	0.720276	1.38836	0.634946	1.57494	0.884603	1.13045	0.628678	1.59064	0.87836	1.13848	0.902003	1.10864	0.527073	1.89727	0.519746	1.92402	32.6956	35.0592	43.1127
154	20.5661	28.1646	18.1139	20.4991	28.1642	20.653	28.5799	18.0903	20.5512	28.636	20.4801	15.1371	21.4136	18.4386	27.2659	14.8256	28.0812	14.8094	0.73021	1.36947	0.727841	1.37393	0.72264	1.38382	0.717672	1.39339	0.643144	1.55486	0.880766	1.13538	0.632973	1.57985	0.875918	1.14166	0.86107	1.16135	0.543739	1.83912	0.527377	1.89617	33.251	35.7032	43.3017
155	22.7077	32.3671	20.0096	22.6622	31.9942	22.7079	32.7115	20.0094	22.7178	32.3425	22.6406	15.7076	23.8917	20.6534	31.5437	15.7275	32.8735	15.735	0.701567	1.42538	0.708322	1.41179	0.694186	1.44054	0.702413	1.42366	0.618208	1.61758	0.881182	1.13484	0.611694	1.63481	0.881166	1.13486	0.864457	1.1568	0.498594	2.00564	0.478655	2.08919	35.7173	38.4153	48.0748
156	21.1312	23.9627	19.0454	21.3309	24.2401	21.5957	24.0666	19.0284	21.4859	24.3481	21.3837	16.2687	22.1189	19.242	23.9247	15.8816	24.02	15.8492	0.881839	1.13399	0.879984	1.13638	0.897329	1.11442	0.882449	1.13321	0.794792	1.25819	0.901289	1.10952	0.790655	1.26477	0.88112	1.13492	0.869938	1.14951	0.663819	1.50643	0.659831	1.51554	35.314	37.3999	40.2314
157	23.586	26.8299	20.926	23.5853	27.2325	23.7273	27.0111	20.9292	23.5718	27.6063	23.7034	16.4967	24.7507	21.0437	26.7679	16.6089	27.0455	16.6274	0.879094	1.13753	0.866072	1.15464	0.878427	1.1384	0.853855	1.17116	0.779951	1.28213	0.887221	1.12712	0.774835	1.2906	0.882071	1.1337	0.850227	1.17616	0.62048	1.61165	0.614795	1.62656	37.4227	40.0827	43.3266
158	23.6885	32.4254	20.9917	23.4801	32.8046	23.7219	32.8975	20.9996	23.5256	33.3435	23.56	16.5708	24.7144	21.8186	32.5867	16.3883	32.8648	16.548	0.730554	1.36882	0.715755	1.39713	0.721085	1.3868	0.705553	1.41733	0.647386	1.54467	0.886157	1.12847	0.638335	1.56657	0.885242	1.12963	0.882828	1.13272	0.502914	1.98841	0.503516	1.98603	37.5625	40.2593	48.9962
159	26.2639	36.0996	23.2464	26.0495	36.3403	26.3391	36.4311	23.2642	26.113	36.7857	26.0534	16.9134	28.2039	24.8541	35.4328	17.3619	35.8754	17.377	0.727539	1.3745	0.716821	1.39505	0.722984	1.38316	0.709868	1.40871	0.643951	1.55291	0.885109	1.1298	0.638582	1.56597	0.883259	1.13217	0.88123	1.13478	0.489995	2.04084	0.48437	2.06454	40.1598	43.1773	53.013
160	21.0513	25.3376	19.0107	20.8417	25.4749	21.1712	25.4051	18.9746	20.9419	25.5721	20.5997	16.3033	22.8886	21.7975	24.9801	17.3862	25.2074	17.4005	0.830833	1.20361	0.818127	1.2223	0.833347	1.19998	0.818935	1.2211	0.750298	1.3328	0.903067	1.10734	0.746882	1.3389	0.896243	1.11577	0.952331	1.05006	0.696	1.43678	0.690293	1.44866	35.3141	37.3546	41.6409
161	25.2442	34.5314	22.3666	24.9869	34.8977	25.1736	34.7376	22.3747	24.9022	35.5779	25.1783	19.0455	26.9877	23.6203	34.4196	17.8419	34.9103	17.9132	0.731051	1.36789	0.716004	1.39664	0.724679	1.37992	0.699934	1.42871	0.647717	1.54388	0.886009	1.12866	0.644106	1.55254	0.888816	1.12509	0.875225	1.14256	0.518365	1.92914	0.51312	1.94886	41.4121	44.2897	53.5769
162	25.0768	34.2311	22.1833	24.7308	34.7895	24.9139	34.539	22.1782	24.6349	35.4899	25.0015	19.7273	26.1677	22.1979	34.3704	18.251	34.9678	18.3735	0.732575	1.36505	0.710869	1.40673	0.721326	1.38634	0.694139	1.44063	0.648046	1.5431	0.884614	1.13044	0.642121	1.55734	0.890195	1.12335	0.848294	1.17884	0.53101	1.8832	0.525439	1.90317	41.9106	44.8041	53.9583
163	27.4299	38.9441	24.8387	27.1489	38.8485	27.3601	39.0578	24.8159	27.1331	39.0063	27.4283	20.5969	29.1279	25.3796	38.2504	19.4527	38.9441	19.4633	0.704341	1.41977	0.69884	1.43094	0.700503	1.42755	0.695609	1.43759	0.637803	1.56788	0.905532	1.10432	0.635364	1.5739	0.907011	1.10252	0.871317	1.14769	0.508563	1.96633	0.499776	2.0009	45.4355	48.0268	59.5409
164	25.4594	29.3744	23.2076	25.0492	29.8574	25.2612	29.4593	23.2207	24.9691	30.0673	25.4561	20.5891	25.9321	23.3001	29.4389	18.5865	29.8565	18.5797	0.86672	1.15378	0.838961	1.19195	0.857497	1.16619	0.830439	1.20418	0.790062	1.26572	0.911555	1.09703	0.78823	1.26867	0.919222	1.08788	0.898506	1.11296	0.631358	1.58389	0.622301	1.60694	43.7968	46.0485	49.9636
165	28.6845	41.2258	26.2339	28.1991	41.94	28.657	41.2464	26.1924	28.2698	42.0799	28.8001	20.7415	30.2033	26.9479	41.4292	20.1274	41.7076	20.1121	0.695791	1.43721	0.672367	1.48728	0.694775	1.43931	0.671812	1.48851	0.636348	1.57147	0.914568	1.09341	0.635023	1.57474	0.913998	1.09409	0.892217	1.1208	0.485827	2.05835	0.482217	2.07376	46.9754	49.426	61.9673
166	27.9843	38.5544	25.8011	27.6028	39.2765	28.1293	38.6678	25.8486	27.6727	39.5942	28.1535	20.8463	29.3848	25.8004	39.1592	20.4537	39.5016	20.3663	0.725841	1.37771	0.70278	1.42292	0.72746	1.37465	0.698909	1.4308	0.669212	1.49429	0.921982	1.08462	0.668478	1.49594	0.91892	1.08823	0.87802	1.13893	0.522321	1.91453	0.515581	1.93956	46.6474	48.8307	59.4007
167	31.2043	42.4842	28.4721	30.7254	43.2875	31.2114	42.6686	28.4289	31.0847	43.3635	31.1906	20.9084	32.8784	29.5128	42.3485	21.1669	42.7002	21.2229	0.73449	1.36149	0.709799	1.40885	0.731483	1.36709	0.716839	1.39501	0.67018	1.49214	0.912442	1.09596	0.666272	1.50089	0.91085	1.09788	0.897634	1.11404	0.499827	2.00069	0.49702	2.01199	49.3805	52.1127	63.3927
168	26.7567	28.8839	24.679	26.4817	29.567	27.0631	29.068	24.6852	26.543	29.7402	27.1831	21.0485	27.9618	25.6943	28.7814	20.6277	42.2812	21.4695	0.926354	1.0795	0.895651	1.11651	0.931026	1.07408	0.892496	1.12045	0.85442	1.17038	0.922347	1.08419	0.849223	1.17755	0.912137	1.09633	0.918908	1.08825	0.716703	1.39528	0.507779	1.96936	45.7275	47.8052	49.9324
169	29.8186	40.0425	27.7419	29.3271	40.7695	29.8365	40.2414	27.7455	29.4689	40.9613	29.9638	22.068	31.895	29.4934	39.9122	22.2613	40.4697	22.1346	0.744674	1.34287	0.719338	1.39017	0.741439	1.34873	0.719434	1.38998	0.692812	1.44339	0.930356	1.07486	0.689478	1.45037	0.929919	1.07536	0.924704	1.08143	0.557757	1.79289	0.546943	1.82834	49.81	51.8866	62.1105
170	29.661	37.4611	27.7152	29.1889	38.1876	29.807	37.6068	27.7098	29.3404	38.4843	29.7827	22.1625	30.9866	28.4481	37.5206	22.1516	38.0314	22.159	0.791781	1.26298	0.764356	1.30829	0.792594	1.26168	0.7624	1.31165	0.739838	1.35165	0.934397	1.07021	0.736829	1.35717	0.929642	1.07568	0.918076	1.08923	0.590384	1.69381	0.582649	1.7163	49.8777	51.8236	59.6237
171	34.992	45.7924	30.2944	32.3939	45.215	32.9511	44.5636	30.1488	32.1824	45.3249	32.4173	21.8696	34.2876	31.0361	44.3305	23.1875	44.8128	23.1457	0.764145	1.30865	0.716441	1.39579	0.739416	1.35242	0.710039	1.40837	0.661561	1.51158	0.865753	1.15506	0.676534	1.47812	0.914957	1.09295	0.90517	1.10477	0.523061	1.91182	0.516496	1.93612	52.1641	56.8617	67.662
172	30.3568	37.0278	28.6533	29.7646	37.7919	30.4256	37.115	28.6431	29.9595	38.01	30.2341	22.0878	30.8845	28.8259	37.2248	22.3565	37.4922	23.3008	0.819838	1.21975	0.787593	1.26969	0.819768	1.21986	0.7882	1.26871	0.773832	1.29227	0.943884	1.05945	0.771741	1.29577	0.941414	1.06223	0.933343	1.07142	0.60058	1.66506	0.621486	1.60905	50.741	52.4445	59.1155
173	33.5607	45.7325	31.5323	32.9722	47.0219	33.5911	45.8027	31.4732	33.142	46.9703	33.5142	22.226	35.1246	32.5983	45.8708	24.1451	46.6041	24.1668	0.733847	1.36268	0.701208	1.42611	0.733387	1.36354	0.705596	1.41724	0.689494	1.45034	0.93956	1.06433	0.687148	1.45529	0.936951	1.06729	0.928076	1.0775	0.526372	1.8998	0.518556	1.92843	53.7582	55.7866	67.9585
174	33.2675	43.5304	30.783	32.7133	44.5288	33.3495	43.6951	30.7764	32.8669	44.6638	33.1316	22.1121	34.7562	31.7279	43.8852	24.2227	44.2427	23.9758	0.764238	1.30849	0.734655	1.36118	0.763231	1.31022	0.735874	1.35893	0.707162	1.4141	0.925317	1.08071	0.704345	1.41976	0.922846	1.0836	0.91287	1.09545	0.551957	1.81173	0.541916	1.8453	52.8951	55.3796	65.6424
175	37.3333	48.5418	33.9935	36.7076	49.574	37.3827	48.8287	33.9839	36.8363	49.8768	37.1484	22.1296	39.9702	36.3328	48.9049	25.5035	49.602	25.5077	0.769096	1.30023	0.74046	1.35051	0.765589	1.30618	0.738545	1.35401	0.700294	1.42797	0.910541	1.09825	0.695981	1.43682	0.909079	1.10001	0.908997	1.10011	0.521492	1.91758	0.514247	1.94459	56.1231	59.4629	70.6714
176	32.985	34.7523	28.5807	29.5788	35.5436	30.3298	34.8525	28.5545	29.7009	35.6567	29.8696	20.4376	31.5502	30.284	35.061	24.4893	47.9153	25.5579	0.949145	1.05358	0.832184	1.20166	0.870234	1.14912	0.832967	1.20053	0.822411	1.21594	0.866476	1.1541	0.819295	1.22056	0.941465	1.06217	0.959866	1.04181	0.698478	1.43169	0.533398	1.87477	49.0184	53.4227	55.19
177	36.0463	46.9019	33.537	35.5004	47.9679	36.0546	46.9817	33.5668	35.5018	48.1374	36.288	24.3396	38.9316	36.5736	47.2076	26.059	47.7475	26.072	0.768547	1.30116	0.740086	1.3512	0.767418	1.30307	0.73751	1.35591	0.715046	1.39851	0.930387	1.07482	0.714466	1.39965	0.931	1.07411	0.939432	1.06447	0.55201	1.81156	0.546039	1.83137	57.8766	60.3859	71.2415
178	35.0501	46.1281	33.2053	34.452	47.2314	35.0544	46.2057	33.2053	34.5242	47.2801	35.4474	25.248	36.5962	34.5717	46.3502	26.4568	46.8633	26.4657	0.759842	1.31606	0.72943	1.37093	0.75866	1.31811	0.730206	1.36948	0.71985	1.38918	0.947368	1.05556	0.718642	1.39151	0.947252	1.05569	0.944682	1.05856	0.570803	1.75192	0.564742	1.77072	58.4533	60.298	71.3761
179	39.3142	53.1834	36.614	38.7358	54.4037	39.3538	53.2123	36.6853	38.745	54.3294	40.0537	25.8287	40.8007	37.8682	53.4575	27.7129	53.6082	27.7133	0.73922	1.35278	0.712007	1.40448	0.739563	1.35215	0.71315	1.40223	0.688447	1.45254	0.931316	1.07375	0.689415	1.45051	0.932193	1.07274	0.928125	1.07744	0.518409	1.92898	0.51696	1.93439	62.4426	65.1429	79.0121
180	36.0018	43.9434	34.2003	35.1598	45.0162	36.0096	44.1933	34.1767	35.3224	45.184	36.3926	26.3826	36.4721	35.06	44.374	26.7893	44.8107	26.8028	0.819276	1.22059	0.781048	1.28033	0.814821	1.22726	0.781745	1.27919	0.778281	1.28488	0.949961	1.05267	0.773346	1.29308	0.949099	1.05363	0.961283	1.04028	0.603715	1.65641	0.598135	1.67186	60.5829	62.3844	70.326
181	40.9514	57.6414	37.8744	40.9891	56.2527	40.7307	58.7652	37.9465	40.7487	57.2749	41.7006	26.0642	43.0036	39.3115	57.0832	30.5252	57.1137	30.4762	0.710452	1.40755	0.728661	1.37238	0.693109	1.44277	0.711458	1.40557	0.657069	1.52191	0.92486	1.08124	0.645731	1.54863	0.931643	1.07337	0.914144	1.09392	0.534749	1.87004	0.533606	1.87404	63.9386	67.0156	83.7056
182	39.4718	49.5767	37.0748	38.7005	50.7757	39.4348	49.7795	37.1035	38.7912	50.8836	40.4268	25.9477	40.7224	38.065	50.1691	28.7433	50.6964	28.9279	0.796176	1.256	0.762185	1.31202	0.792189	1.26232	0.762352	1.31173	0.747826	1.33721	0.939273	1.06465	0.745358	1.34164	0.940884	1.06283	0.934743	1.06981	0.572928	1.74542	0.570611	1.75251	63.0225	65.4195	75.5244
183	43.4701	56.0543	40.345	42.7332	57.3569	43.4231	56.2641	40.3418	42.7574	57.3494	44.5089	26.0094	45.7574	42.6174	56.3727	30.0011	56.9898	30.0097	0.7755	1.28949	0.74504	1.34221	0.771772	1.29572	0.745559	1.34128	0.71975	1.38937	0.92811	1.07746	0.717007	1.39469	0.92904	1.07638	0.931377	1.07368	0.532191	1.87902	0.52658	1.89905	66.3544	69.4794	82.0636
184	38.3076	54.9397	36.6381	38.1689	59.0554	40.0829	56.7461	37.8311	37.8021	59.6231	39.4945	26.2584	39.8038	37.7993	55.1893	30.3173	39.794	29.1925	0.697267	1.43417	0.646324	1.54721	0.706356	1.41572	0.634018	1.57724	0.666879	1.49952	0.956419	1.04557	0.666673	1.49999	0.943821	1.05952	0.94964	1.05303	0.549333	1.82039	0.73359	1.36316	62.8965	64.566	81.1981
185	42.9387	55.005	39.6406	42.2362	56.2068	42.7673	54.9162	39.6944	42.1418	56.183	44.3394	27.5363	45.5645	42.289	55.3227	30.9646	55.68	30.9594	0.780633	1.28101	0.751444	1.33077	0.778773	1.28407	0.750082	1.33319	0.720673	1.38759	0.923191	1.0832	0.722816	1.38348	0.928148	1.07741	0.928112	1.07746	0.559708	1.78665	0.556023	1.79849	67.177	70.475	82.5413
186	42.314	42.8661	40.0454	41.6894	43.7824	42.5084	42.7817	40.0424	41.804	43.6447	43.5191	27.662	44.1874	41.4652	43.1182	31.0784	43.4578	31.3519	0.987119	1.01305	0.952196	1.0502	0.993612	1.00643	0.957825	1.04403	0.934196	1.07044	0.946386	1.05665	0.93597	1.06841	0.941988	1.06158	0.938395	1.06565	0.720772	1.3874	0.721433	1.38613	67.7074	69.976	70.5282
187	46.7484	61.8599	42.9665	46.0134	63.1148	46.6803	61.7888	42.9336	46.0053	63.0548	47.9023	27.3482	49.3145	44.8144	62.3385	32.8352	62.8503	32.8118	0.755714	1.32325	0.729043	1.37166	0.755482	1.32366	0.729607	1.3706	0.694578	1.43972	0.919101	1.08802	0.694845	1.43917	0.919738	1.08727	0.908745	1.10042	0.526724	1.89853	0.522063	1.91548	70.3147	74.0966	89.2081
188	43.6555	51.3018	40.8398	43.1164	52.4972	43.7809	51.6269	40.9122	43.1387	52.7397	44.631	28.0483	44.6406	41.3901	51.6831	32.8724	51.7443	32.9132	0.850954	1.17515	0.821309	1.21757	0.848024	1.17921	0.817955	1.22256	0.796069	1.25617	0.935502	1.06895	0.792458	1.2619	0.934476	1.07012	0.927185	1.07853	0.636038	1.57223	0.636073	1.57215	68.8881	71.7038	79.3501
189	47.4815	62.8953	44.2999	47.0904	64.3082	47.7443	62.9023	44.3393	47.1006	64.1654	49.0793	27.9349	49.7645	46.0717	63.2778	33.9425	63.1659	33.8993	0.754929	1.32463	0.732261	1.36563	0.759023	1.31748	0.734049	1.36231	0.704343	1.41976	0.932991	1.07182	0.704891	1.41866	0.928682	1.07679	0.925794	1.08015	0.536405	1.86426	0.536671	1.86334	72.2348	75.4165	90.8302
190	47.0587	58.7647	44.3	46.1896	60.0861	47.0014	58.9623	44.2741	46.2221	60.2643	48.1628	27.8076	49.0255	45.5959	59.2696	33.6917	59.9745	33.6694	0.800799	1.24875	0.768724	1.30086	0.797143	1.25448	0.766989	1.3038	0.753854	1.32652	0.941377	1.06227	0.750889	1.33176	0.941975	1.0616	0.930045	1.07522	0.568448	1.75918	0.561396	1.78127	72.1076	74.8663	86.5723
191	51.6273	64.5363	47.758	50.8881	65.782	51.5813	64.5125	47.6564	50.7818	65.9217	52.6256	27.5992	54.8351	50.5495	65.0323	35.2774	65.5726	35.2571	0.799974	1.25004	0.773586	1.29268	0.799555	1.2507	0.770336	1.29814	0.740018	1.35132	0.925052	1.08102	0.738716	1.3537	0.923909	1.08236	0.921847	1.08478	0.54246	1.84345	0.53768	1.85984	75.3572	79.2265	92.1355
192	45.4785	39.0662	39.3896	40.027	40.0131	40.938	39.288	39.4351	40.1903	40.2623	40.3319	24.4944	43.3325	42.0434	39.4273	34.7502	46.6912	37.7456	1.16414	0.859003	1.00035	0.999653	1.042	0.959695	0.998213	1.00179	1.00828	0.99179	0.866114	1.15458	1.00374	0.99627	0.963288	1.03811	0.970251	1.03066	0.881373	1.13459	0.808408	1.237	63.884	69.9729	63.5606
193	48.4805	60.5915	45.8993	47.7102	62.0363	48.6141	60.9459	45.9811	47.9175	62.2557	49.7986	29.7608	51.7548	49.0159	61.1729	36.3848	61.3766	36.4124	0.800121	1.24981	0.769069	1.30027	0.79766	1.25367	0.769689	1.29923	0.757521	1.3201	0.946759	1.05624	0.754457	1.32546	0.945838	1.05726	0.947079	1.05588	0.594787	1.68127	0.593263	1.68559	75.6601	78.2413	90.3523
194	47.5762	57.2513	44.5497	46.9081	58.5961	47.6733	57.8948	44.483	46.8888	59.3368	49.086	30.9795	49.5908	45.9546	58.1262	36.5557	59.1742	36.5114	0.831006	1.20336	0.800532	1.24917	0.823447	1.21441	0.790214	1.26548	0.778143	1.28511	0.936386	1.06794	0.768342	1.3015	0.93308	1.07172	0.926676	1.07913	0.628902	1.59007	0.617016	1.6207	75.5292	78.5557	88.2308
195	52.3559	67.0261	49.8589	51.4667	68.5005	52.3823	67.2597	49.8621	51.5874	68.7569	53.7715	31.1392	54.6759	51.7868	67.4767	38.5052	68.2209	38.5134	0.781126	1.2802	0.751333	1.33097	0.778806	1.28402	0.750287	1.33282	0.743872	1.34432	0.952307	1.05008	0.741336	1.34892	0.951889	1.05054	0.94716	1.05579	0.570645	1.7524	0.56454	1.77135	80.9981	83.4951	98.1653
196	47.7312	54.7634	45.9302	46.8112	55.9523	47.9885	55.3162	45.9334	47.0537	56.542	48.7259	31.5796	48.5463	46.9699	55.7108	38.6954	56.0987	38.6786	0.871589	1.14733	0.836628	1.19527	0.86753	1.1527	0.832191	1.20165	0.838702	1.19232	0.962268	1.03921	0.830379	1.20427	0.957176	1.04474	0.967528	1.03356	0.694577	1.43973	0.689474	1.45038	77.5098	79.3108	86.343
197	54.3761	69.9224	50.8376	53.3363	71.5138	54.133	69.9699	50.7987	53.372	71.5436	55.8769	31.5747	56.6708	52.8744	70.465	39.8072	70.5362	39.813	0.777663	1.2859	0.745819	1.34081	0.77366	1.29256	0.746007	1.34047	0.727057	1.37541	0.934925	1.0696	0.726008	1.3774	0.938406	1.06564	0.93301	1.0718	0.564923	1.77015	0.564434	1.77169	82.4123	85.9508	101.497
198	52.2293	55.7765	49.3623	51.1968	57.0366	52.2672	55.7578	49.3661	51.386	57.1159	53.8675	31.2949	54.5242	50.8379	55.9485	39.7322	56.2064	39.9597	0.936405	1.06791	0.897613	1.11407	0.937398	1.06678	0.899681	1.11151	0.885002	1.12994	0.945107	1.05808	0.885368	1.12947	0.944495	1.05877	0.932391	1.07251	0.710156	1.40814	0.710945	1.40658	80.6572	83.5242	87.0714
